open,high,low,close,volume
67921.38,67940.55,67887.45,67899.98,28.08804
67899.99,67923.8,67731.95,67780.22,67.8113
67780.22,67852.32,67762.37,67815.21,45.85662
67815.21,67850.0,67775.99,67844.24,24.53522
67844.24,67844.24,67770.94,67801.26,15.91045
67801.26,67805.08,67758.0,67781.99,14.5136
67782.0,67804.0,67133.75,67179.79,164.27622
67179.78,67414.64,67076.9,67389.89,196.73654
67389.88,67427.42,67234.0,67312.63,39.6857
67312.63,67409.43,67291.28,67393.4,22.22883
67393.4,67496.6,67345.85,67455.43,40.11605
67455.43,67510.67,67415.66,67461.0,33.41445
67461.01,67585.59,67461.0,67505.92,40.77274
67505.93,67555.34,67480.02,67553.52,22.95111
67553.53,67599.7,67480.39,67547.64,26.17515
67547.64,67565.28,67496.5,67542.65,16.82255
67542.65,67562.42,67358.0,67369.75,37.28063
67369.75,67533.4,67369.09,67478.76,49.92885
67478.75,67689.76,67470.25,67569.0,70.53542
67569.01,67659.43,67540.0,67592.73,18.29724
67592.72,67643.35,67557.44,67586.73,23.56187
67586.73,67586.73,67486.51,67525.94,27.54988
67525.95,67584.83,67525.94,67569.31,13.7592
67569.31,67584.82,67378.01,67389.13,55.89593
67389.14,67472.0,67345.0,67466.35,28.93028
67466.35,67570.52,67458.76,67547.19,105.34525
67547.2,67573.89,67520.0,67562.3,17.99971
67562.31,67599.7,67543.05,67543.05,29.4637
67543.06,67543.06,67450.61,67458.06,18.24029
67458.06,67545.51,67403.81,67403.81,18.61064
67403.81,67568.42,67383.41,67554.0,34.04072
67554.01,67587.5,67533.3,67536.97,14.97488
67536.97,67599.7,67464.0,67480.01,27.43656
67480.0,67509.72,67420.0,67474.01,21.8701
67474.01,67517.7,67474.01,67480.18,26.86245
67480.19,67490.64,67368.74,67378.62,71.48642
67378.62,67425.74,67374.6,67384.59,73.31298
67384.6,67384.6,67224.36,67287.84,54.36527
67287.84,67316.38,67141.47,67159.58,70.29856
67159.58,67199.33,67100.0,67106.62,62.48334
67106.13,67251.11,67051.81,67236.88,73.70373
67236.89,67311.4,67234.23,67302.02,51.83511
67302.03,67362.26,67219.4,67310.63,158.85158
67310.63,67310.63,67224.01,67280.25,21.61423
67280.24,67298.01,67075.73,67140.08,89.00901
67140.08,67161.1,67063.04,67140.42,57.4124
67140.41,67213.9,67086.0,67086.01,24.13977
67086.0,67329.9,67039.82,67065.01,235.02581
67065.0,67234.54,67000.0,67164.72,145.64617
67164.73,67229.76,67050.0,67144.67,80.57108
