open,high,low,close,volume
90554.75,90589.24,90527.3,90582.83,12.60726
90582.84,90616.0,90557.21,90604.81,27.65006
90604.81,90613.15,90572.82,90572.83,5.9853
90572.83,90587.3,90557.91,90560.08,14.37621
90560.08,90580.01,90538.17,90547.02,21.45371
90547.01,90588.53,90501.64,90550.67,15.71815
90550.67,90627.35,90550.67,90567.13,15.914
90567.14,90598.39,90450.02,90453.18,39.22847
90453.18,90535.99,90376.37,90535.99,48.73825
90535.99,90611.99,90535.99,90572.58,30.73195
90572.59,90633.35,90572.58,90579.71,16.64563
90579.7,90608.75,90579.06,90600.18,14.41154
90600.19,90618.0,90587.52,90603.33,22.43877
90603.34,90647.98,90561.16,90561.17,21.99924
90561.17,90595.66,90524.65,90532.3,22.34286
90532.29,90582.0,90532.29,90552.47,18.25935
90552.47,90574.29,90529.09,90546.13,15.4673
90546.12,90546.12,90458.17,90496.79,29.59344
90496.79,90615.62,90496.78,90600.16,14.77499
90600.15,90610.81,90542.89,90542.89,12.293
90542.89,90574.45,90525.3,90525.3,14.57335
90525.28,90543.1,90507.75,90543.1,8.69997
90543.1,90548.78,90495.1,90543.76,11.73363
90543.76,90576.85,90510.67,90576.85,13.46292
90576.85,90623.88,90550.96,90600.01,43.02397
90600.01,90624.36,90588.47,90604.5,15.97836
90604.51,90675.34,90604.5,90665.71,13.63076
90665.71,90682.33,90658.7,90673.19,11.57288
90673.2,90700.0,90650.12,90696.74,19.5426
90696.74,90810.45,90696.74,90790.26,43.20525
90790.25,90790.25,90650.44,90650.45,29.36831
90650.45,90671.03,90590.7,90618.21,16.29463
90618.2,90642.3,90569.66,90570.19,25.96147
90570.2,90578.16,90555.28,90557.25,15.52421
90557.25,90617.28,90530.93,90617.28,21.79883
90617.28,90617.28,90547.57,90588.15,24.59619
90588.14,90624.89,90588.14,90624.89,14.35929
90624.89,90688.99,90614.69,90654.14,17.03471
90654.15,90717.23,90634.58,90689.82,9.2929
90689.81,90689.82,90616.01,90616.01,16.5231
90616.01,90679.99,90600.0,90679.99,22.91938
90679.99,90696.0,90613.27,90613.28,28.15656
90613.27,90643.84,90610.8,90616.28,6.55006
90616.29,90660.46,90591.35,90660.45,21.49643
90660.46,90748.57,90660.45,90692.0,36.85004
90692.01,90786.0,90692.0,90765.73,27.72315
90765.72,90801.61,90737.92,90765.72,23.43228
90765.73,90765.73,90688.0,90714.44,14.1785
90714.43,90751.99,90705.57,90745.0,17.9962
90745.0,90777.99,90744.99,90772.98,20.09545
