open,high,low,close,volume
88034.99,88060.0,88034.99,88046.8,8.21107
88046.8,88051.01,88032.66,88051.01,12.51787
88051.01,88140.0,88051.0,88129.76,16.39767
88129.76,88139.06,88102.6,88116.59,14.21861
88116.59,88116.59,88110.0,88116.17,7.77628
88116.18,88178.0,88114.38,88177.99,13.37303
88177.99,88178.0,88141.94,88169.99,21.26137
88170.0,88311.86,88130.43,88311.86,176.54392
88311.87,88311.87,88194.5,88194.51,21.00029
88194.5,88244.0,88185.55,88195.08,35.37477
88195.08,88204.04,88195.07,88204.04,6.94692
88204.03,88252.82,88204.03,88246.78,10.47345
88246.79,88246.79,88220.99,88220.99,8.14478
88220.99,88236.55,88176.45,88176.46,9.97279
88176.46,88217.89,88176.45,88217.71,7.10748
88217.71,88244.02,88217.7,88244.01,13.78618
88244.02,88311.88,88244.01,88306.68,20.42434
88306.68,88332.34,88297.86,88321.91,21.46504
88321.92,88339.27,88295.21,88295.21,15.00567
88295.21,88313.19,88295.21,88299.44,12.16847
88299.44,88299.45,88251.21,88251.22,10.32762
88251.22,88251.22,88220.0,88246.65,8.07887
88246.65,88246.65,88214.98,88214.98,7.10375
88214.98,88242.27,88206.41,88242.26,12.58932
88242.27,88250.0,88130.24,88130.25,21.84017
88130.25,88146.21,88123.07,88138.49,12.32345
88138.49,88204.11,88138.48,88149.61,39.17987
88149.61,88179.38,88149.6,88179.35,7.45271
88179.35,88238.91,88179.35,88221.69,14.04976
88221.69,88304.26,88221.68,88298.47,12.53283
88298.46,88310.44,88298.46,88301.59,8.78401
88301.6,88301.6,88271.2,88273.11,5.13585
88273.1,88298.73,88273.1,88280.12,6.09507
88280.12,88338.31,88237.48,88267.08,36.46966
88267.08,88295.38,88243.01,88295.37,21.81461
88295.38,88360.0,88295.37,88340.0,30.2943
88339.99,88351.44,88275.19,88305.9,10.83925
88305.89,88354.0,88305.89,88352.83,12.97943
88352.83,88400.0,88352.83,88399.99,15.19883
88400.0,88494.99,88350.0,88413.68,41.80105
88413.69,88431.13,88382.3,88400.0,17.30963
88400.0,88494.98,88373.3,88441.79,37.9486
88441.79,88500.0,88441.78,88498.0,27.69605
88498.0,88573.07,88449.87,88510.0,51.79297
88509.41,88509.41,88373.74,88387.18,36.85726
88387.19,88397.16,88314.72,88321.46,14.42717
88321.45,88321.46,88295.31,88295.31,9.1047
88295.31,88368.94,88275.92,88368.93,7.98314
88368.93,88399.37,88342.58,88377.78,7.6994
88377.77,88444.54,88375.49,88439.31,7.96693
