open,high,low,close,volume
111550.9,111587.26,111530.57,111580.86,19.05836
111580.86,111599.8,111547.1,111579.22,17.19843
111579.22,111692.67,111579.22,111692.67,58.50734
111692.67,111703.84,111612.5,111658.71,21.87916
111658.72,111659.62,111609.19,111659.61,23.98798
111659.62,111659.62,111568.11,111568.12,18.40157
111568.12,111602.79,111539.53,111602.78,48.24537
111602.79,111683.14,111602.79,111632.88,20.40961
111632.87,111805.1,111632.87,111738.04,52.43314
111738.04,111791.24,111729.1,111763.8,33.48053
111763.81,111819.46,111693.39,111693.4,47.1404
111693.39,111826.4,111693.39,111826.3,49.41595
111826.3,111850.13,111742.24,111780.0,91.77304
111780.01,111780.01,111656.13,111692.66,60.65076
111692.66,111706.4,111646.01,111680.35,15.83077
111680.36,111680.36,111605.0,111668.02,10.84579
111668.02,111679.02,111616.22,111616.22,6.48501
111616.23,111754.0,111616.23,111739.31,28.88856
111739.3,111739.31,111653.92,111728.85,16.33043
111728.86,111728.86,111605.0,111605.0,27.92599
111605.01,111605.01,111499.28,111517.77,97.02333
111517.78,111527.18,111491.62,111521.47,21.71904
111521.47,111600.2,111521.47,111526.03,31.3378
111526.03,111526.03,111413.44,111444.74,32.12086
111444.75,111499.65,111375.81,111403.15,97.48211
111403.15,111499.99,111399.88,111494.99,27.65209
111495.0,111596.21,111494.99,111591.73,35.09151
111591.73,111591.73,111514.94,111514.95,14.82247
111514.94,111554.68,111460.98,111529.13,17.53869
111529.14,111681.49,111520.0,111656.22,27.63233
111656.23,111710.0,111634.35,111675.9,44.00975
111675.91,111718.99,111632.96,111632.96,16.6916
111632.97,111632.97,111590.57,111590.57,19.93461
111590.57,111614.17,111559.94,111559.94,18.11902
111559.94,111600.2,111480.68,111600.17,33.37374
111600.17,111600.19,111550.41,111550.41,8.48157
111550.42,111582.43,111536.37,111536.38,17.38241
111536.37,111600.19,111536.37,111591.26,13.48715
111591.26,111635.22,111588.46,111617.37,15.26079
111617.37,111633.02,111604.0,111633.01,6.92783
111633.02,111646.98,111606.86,111632.13,11.0357
111632.14,111650.73,111616.09,111616.09,12.86965
111616.09,111644.73,111568.11,111589.49,17.46185
111589.48,111640.0,111570.27,111640.0,12.32097
111639.99,111664.0,111582.35,111584.15,11.89328
111584.16,111617.14,111563.8,111563.81,12.28912
111563.81,111606.14,111530.38,111579.33,14.78404
111579.33,111611.82,111531.37,111611.82,13.91159
111611.82,111659.16,111611.81,111659.15,14.95663
111659.16,111668.99,111644.47,111649.96,26.59064
