open,high,low,close,volume
100297.0,100394.0,100098.77,100219.66,178.49533
100219.66,100273.99,99965.73,100017.51,187.71775
100017.52,100070.3,99742.02,99926.29,292.39443
99926.29,99950.0,99102.28,99119.75,775.16892
99119.76,99369.09,98944.36,99268.12,652.82783
99268.12,99473.82,99019.23,99304.26,271.31748
99304.26,99780.0,99290.21,99539.81,230.88063
99539.8,99618.0,99138.74,99538.46,239.29951
99538.46,100340.0,99538.45,100311.46,423.19937
100311.46,100700.0,100082.0,100626.24,274.91918
100626.24,101040.89,100383.3,100988.1,286.70773
100992.08,101050.0,100806.0,100910.17,241.05739
100910.17,101333.17,100856.95,101299.28,276.34703
101299.28,101299.28,100990.0,101119.35,133.06628
101119.34,101140.92,100923.07,101140.92,115.02283
101140.91,101616.09,101100.92,101597.42,163.58366
101597.41,101893.09,101366.06,101530.14,186.79845
101530.14,101542.17,101053.57,101178.25,170.67718
101178.25,101402.0,101164.0,101173.62,124.49127
101173.61,101173.64,100900.0,101032.39,150.64879
101032.39,101295.71,101000.0,101295.71,135.5283
101295.7,101386.99,101078.0,101345.43,179.0599
101345.43,101597.33,101061.71,101105.27,121.73833
101105.27,101269.21,100907.36,101269.2,165.40592
101269.21,101358.14,101084.0,101142.76,90.26257
101142.77,101206.32,101040.0,101119.31,63.03827
101119.31,101301.57,101025.18,101235.25,78.10529
101235.25,101245.55,101100.0,101131.53,132.99073
101131.54,101324.84,101130.54,101207.82,65.98499
101207.81,101401.68,101179.99,101397.21,180.87815
101397.21,101616.28,101323.01,101555.38,129.0424
101555.39,101740.0,101518.87,101631.95,184.33628
101631.95,101708.93,101488.5,101497.22,128.06426
101497.23,101752.96,101354.98,101366.01,103.26334
101366.01,101447.83,101110.0,101120.85,128.29635
101120.84,101213.93,101077.0,101105.43,119.27014
101105.43,101438.39,100960.87,101434.83,111.92525
101434.82,101500.0,101252.0,101291.02,104.90111
101291.02,101298.78,100967.26,100973.18,81.12309
100973.18,101090.0,100771.49,100863.07,163.63151
100863.08,100863.08,100590.22,100746.89,132.35661
100746.89,100765.42,100389.64,100395.5,232.20458
100395.5,100539.94,100389.64,100497.98,96.19454
100497.98,100714.28,100350.0,100705.07,122.65394
100705.06,100718.16,100525.21,100564.3,56.56135
100564.3,100645.4,100222.0,100226.9,117.57878
100226.9,100321.66,100039.1,100120.89,141.15372
100120.89,100410.89,100120.89,100386.46,110.54444
100386.46,100386.47,99666.0,99688.01,252.02686
99688.0,99780.11,99349.84,99496.23,287.01218
