open,high,low,close,volume
71575.05,71589.97,71519.0,71589.95,63.82381
71589.94,71637.78,71488.4,71512.6,80.91324
71512.6,71580.51,71506.39,71527.89,33.56134
71527.89,71568.0,71514.21,71514.23,44.66613
71514.22,71557.86,71477.62,71557.86,59.04532
71557.85,71558.0,71525.46,71555.26,12.40896
71555.26,71594.68,71550.13,71560.54,37.91841
71560.54,71570.01,71503.75,71570.0,63.09171
71570.01,71578.52,71444.68,71486.0,51.37704
71486.0,71491.93,71445.92,71466.53,83.21559
71466.53,71527.03,71417.22,71498.35,42.86076
71498.34,71578.51,71475.14,71565.46,46.06821
71565.47,71567.86,71508.35,71508.35,8.98168
71508.35,71542.99,71488.07,71524.01,19.17158
71524.01,71654.91,71524.0,71651.3,30.50281
71651.3,71688.42,71631.86,71672.46,25.39731
71672.46,71724.12,71656.2,71656.21,138.84404
71656.2,71662.7,71623.88,71662.69,91.5006
71662.7,71662.7,71642.21,71649.43,13.79322
71649.44,71743.56,71649.18,71743.56,29.01708
71743.56,71781.0,71688.71,71704.55,127.57438
71704.56,71740.61,71704.56,71710.2,94.05671
71710.19,71724.0,71699.81,71720.47,26.32098
71720.47,71724.0,71707.4,71708.77,46.40845
71708.78,71753.33,71691.19,71738.1,86.46593
71738.11,71738.11,71671.76,71696.33,9.77905
71696.34,71704.36,71657.88,71704.36,16.85822
71704.36,71744.22,71686.3,71710.18,40.68966
71710.17,71710.17,71653.27,71653.27,36.02287
71653.28,71678.0,71650.0,71660.01,36.7073
71660.01,71667.27,71652.36,71658.0,8.9694
71658.0,71666.93,71633.77,71658.01,31.14542
71658.01,71687.61,71658.0,71658.91,6.57938
71658.92,71670.6,71641.99,71668.01,31.15946
71668.01,71668.01,71599.16,71599.41,51.89031
71599.4,71633.37,71588.57,71633.37,8.18467
71633.37,71681.21,71616.18,71620.82,21.29187
71620.82,71637.52,71612.84,71633.0,25.87672
71633.01,71654.76,71620.34,71620.34,17.09463
71620.34,71630.0,71605.43,71630.0,6.3314
71630.0,71644.93,71624.0,71639.71,8.56398
71639.71,71736.53,71639.7,71714.01,21.17866
71714.01,71742.27,71711.17,71739.13,17.3601
71739.14,71747.31,71689.53,71694.28,30.52488
71694.29,71734.19,71681.88,71730.81,12.72072
71730.81,71730.81,71649.01,71665.0,92.32114
71664.99,71710.69,71641.33,71655.55,250.38266
71655.56,71688.55,71632.56,71662.45,147.96629
71662.45,71662.45,71634.94,71644.28,32.277
71644.28,71671.68,71638.81,71638.83,5.70712
