open,high,low,close,volume
90268.12,90310.84,90260.0,90280.24,13.40603
90280.24,90299.92,90260.0,90299.92,12.37718
90299.91,90299.91,90205.16,90205.16,13.38053
90205.16,90237.36,90192.84,90193.94,18.29018
90193.94,90258.96,90184.92,90224.84,7.20322
90224.84,90241.61,90201.75,90241.6,4.7138
90241.61,90395.53,90241.6,90341.96,41.73483
90341.96,90344.58,90317.05,90321.32,7.57438
90321.32,90368.73,90311.28,90368.73,15.97981
90368.74,90384.0,90314.6,90330.5,14.01209
90330.49,90368.51,90302.0,90368.5,11.87019
90368.5,90368.51,90322.2,90324.6,9.58264
90324.59,90348.45,90320.39,90324.34,19.27807
90324.33,90324.34,90260.0,90268.13,20.1192
90268.13,90297.26,90268.12,90268.12,5.94947
90268.12,90346.57,90255.47,90335.92,26.24414
90335.93,90378.11,90292.54,90351.19,15.84348
90351.2,90365.2,90333.0,90333.0,10.9604
90333.0,90404.13,90324.94,90385.41,46.84736
90385.4,90389.06,90345.93,90346.82,11.77308
90346.81,90359.49,90331.8,90358.11,10.29969
90358.12,90358.12,90312.27,90312.27,10.02877
90312.28,90341.48,90300.3,90341.32,16.56785
90341.32,90371.57,90341.32,90371.56,10.38364
90371.56,90371.94,90331.33,90360.39,14.30356
90360.39,90360.39,90323.93,90323.93,3.67017
90323.93,90343.42,90288.88,90288.89,8.09661
90288.89,90288.95,90233.16,90268.42,8.96413
90268.43,90412.34,90207.2,90404.82,33.08814
90404.82,90444.28,90373.12,90397.75,10.94882
90397.76,90412.01,90350.0,90350.0,12.66461
90350.01,90409.11,90350.0,90367.12,16.37848
90367.12,90367.13,90320.95,90350.89,13.64857
90350.9,90350.9,90304.86,90307.16,7.56505
90307.16,90326.43,90299.99,90320.42,20.84128
90320.43,90336.72,90311.95,90324.93,11.76787
90324.94,90341.24,90314.2,90341.24,14.1603
90341.23,90354.59,90310.02,90345.93,14.10834
90345.93,90345.94,90327.28,90336.32,7.71173
90336.32,90351.37,90323.0,90323.01,21.93501
90323.01,90359.32,90323.0,90350.01,5.82593
90350.02,90350.02,90350.0,90350.0,6.38907
90350.01,90350.01,90323.0,90323.01,11.66429
90323.01,90323.01,90323.0,90323.0,5.16613
90323.01,90323.01,90306.74,90318.66,14.78403
90318.66,90346.13,90307.98,90328.07,11.35885
90328.08,90328.08,90328.07,90328.07,7.32664
90328.08,90341.3,90193.0,90217.47,34.03692
90217.47,90232.26,90125.37,90148.08,33.63563
90148.09,90167.33,90120.0,90144.27,13.33499
