open,high,low,close,volume
95523.52,95574.0,95385.73,95477.93,48.33914
95477.93,95491.17,95448.17,95448.17,15.89302
95448.17,95448.18,95275.82,95383.94,29.97581
95383.94,95427.79,95360.2,95363.31,11.57074
95363.31,95422.06,95347.88,95422.05,16.21757
95422.06,95460.58,95366.0,95371.64,29.72744
95371.65,95389.68,95312.09,95389.68,9.66548
95389.68,95399.32,95334.79,95371.21,27.77937
95371.21,95419.55,95260.64,95419.54,41.28063
95419.55,95420.51,95324.83,95412.58,21.72651
95412.57,95470.57,95412.57,95470.57,22.23083
95470.56,95514.0,95465.97,95514.0,8.69912
95513.99,95514.0,95436.0,95481.11,13.09601
95481.11,95496.82,95434.0,95434.0,11.64202
95434.0,95526.16,95433.83,95526.16,18.35197
95526.15,95526.16,95479.44,95479.44,14.47614
95479.44,95535.04,95479.44,95535.04,10.08746
95535.04,95575.46,95535.0,95557.0,23.87248
95557.0,95576.99,95540.6,95545.7,9.08559
95545.69,95545.7,95473.32,95500.0,14.18603
95500.01,95516.72,95461.11,95461.38,7.85887
95461.39,95548.0,95461.39,95528.86,7.88148
95528.87,95562.13,95528.87,95562.13,3.533
95562.12,95577.89,95550.63,95550.94,9.33899
95550.94,95577.89,95526.64,95539.7,12.50222
95539.7,95578.2,95526.15,95526.16,5.86853
95526.16,95574.2,95520.04,95538.68,5.19269
95538.69,95570.46,95537.02,95537.02,5.27071
95537.03,95537.03,95503.59,95503.6,6.8971
95503.6,95537.74,95477.24,95479.43,28.35434
95479.44,95479.44,95456.0,95456.01,5.76752
95456.01,95507.49,95433.94,95465.97,12.93759
95465.98,95522.83,95465.97,95470.95,10.02953
95470.96,95532.12,95450.0,95507.92,15.67702
95507.93,95507.93,95479.99,95479.99,8.97723
95479.99,95500.0,95465.97,95465.97,11.65908
95465.97,95500.0,95465.97,95491.54,15.34675
95491.54,95530.0,95465.97,95472.32,24.49987
95472.33,95472.33,95436.71,95453.96,5.02438
95453.96,95478.14,95453.96,95478.14,3.30608
95478.14,95491.4,95478.13,95491.39,2.39125
95491.39,95491.4,95465.97,95472.74,4.98608
95472.73,95472.74,95412.86,95453.24,4.99006
95453.24,95493.25,95425.42,95425.42,7.34787
95425.42,95425.43,95398.23,95402.75,13.30296
95402.74,95427.66,95402.73,95412.86,6.18589
95412.86,95412.87,95412.85,95412.85,8.24912
95412.86,95412.86,95384.86,95399.93,8.63627
95399.94,95412.86,95350.66,95351.61,12.28488
95351.61,95351.62,95285.23,95289.48,41.42802
