vel,vol_rel,u_wick,l_wick,z_score,mtf_proxy,hi_rel,lo_rel,buy_wall_prox,sell_wall_prox,rsi,macd_hist,atr,bb_up_dist,bb_lo_dist,direction,roi,win
0.002046505915644703,1.1474874612726358,0.00016482084264845778,0.0,1.43163976145581,0.006365168186288628,0.00016482084264834995,-0.002042326282825302,0.0006188405470888891,0.0,0.6364027646365018,23.430375465403785,0.0017564337271020012,0.0014068552794896107,0.00849429672997108,long,0.0013602439058039853,1
0.002046505915644703,1.1474874612726358,0.00016482084264845778,0.0,1.43163976145581,0.006365168186288628,0.00016482084264834995,-0.002042326282825302,0.0006188405470888891,0.0,0.6364027646365018,23.430375465403785,0.0017564337271020012,0.0014068552794896107,0.00849429672997108,short,-0.0013602439058039853,0
-0.0002700418760590573,1.5144760194490168,0.00022850292740391406,0.0008757345694915561,0.8947173395757966,0.001568629728887938,0.0004984727566079705,-0.0008757345694915264,0.0021840443191286202,0.0,0.6155455104977752,3.5915082299487437,0.0015937314101838389,0.001720552388513692,0.004506098766415844,long,-0.006213510757543793,0
-0.0002700418760590573,1.5144760194490168,0.00022850292740391406,0.0008757345694915561,0.8947173395757966,0.001568629728887938,0.0004984727566079705,-0.0008757345694915264,0.0021840443191286202,0.0,0.6155455104977752,3.5915082299487437,0.0015937314101838389,0.001720552388513692,0.004506098766415844,short,0.006213510757543793,1
0.0015144084312941342,0.6368443758622419,0.0,1.4539600651422418e-07,0.03499744137947397,-0.002798145936526386,0.0,-0.0015218599987669723,0.005525998162969696,0.0,0.5324462209859182,-8.715731927473836,0.002082482702024961,0.0061426666799554944,0.006361473129954534,long,0.00023728628241032537,0
0.0015144084312941342,0.6368443758622419,0.0,1.4539600651422418e-07,0.03499744137947397,-0.002798145936526386,0.0,-0.0015218599987669723,0.005525998162969696,0.0,0.5324462209859182,-8.715731927473836,0.002082482702024961,0.0061426666799554944,0.006361473129954534,short,-0.00023728628241032537,0
0.0008314640520692418,1.0204107352225176,0.0005557837058148749,0.00015164333487632854,1.043900233423896,0.0019485972774888616,0.0005557837058147719,-0.0009824166288162628,0.007133476608471235,0.0,0.5542816091907938,7.709189196246289,0.0019250508521519206,0.0019130716832697992,0.00609057709962125,long,-0.002919097918060409,0
0.0008314640520692418,1.0204107352225176,0.0005557837058148749,0.00015164333487632854,1.043900233423896,0.0019485972774888616,0.0005557837058147719,-0.0009824166288162628,0.007133476608471235,0.0,0.5542816091907938,7.709189196246289,0.0019250508521519206,0.0019130716832697992,0.00609057709962125,short,0.002919097918060409,1
-0.00027442207134187324,0.4710951804864467,6.745875581874978e-05,0.0002813452645482918,-1.1244242999346343,-0.0040221036485821315,0.0003419561553055228,-0.0002813452645482606,0.003232032039849299,0.0,0.44389586008173354,-30.466907904763634,0.0018276576034054752,0.00610841866630743,0.0017117978983061152,long,-0.002979986895808842,0
-0.00027442207134187324,0.4710951804864467,6.745875581874978e-05,0.0002813452645482918,-1.1244242999346343,-0.0040221036485821315,0.0003419561553055228,-0.0002813452645482606,0.003232032039849299,0.0,0.44389586008173354,-30.466907904763634,0.0018276576034054752,0.00610841866630743,0.0017117978983061152,short,0.002979986895808842,1
-0.0007104375803925755,0.7988763105124322,0.0008121085130406029,0.00029749495195562575,-1.719777952696364,-0.004820459905531593,0.0015229047688207764,-0.0002974949519556347,0.0019264603800749503,0.0015961219073409797,0.34746842319500565,-21.581505073913632,0.0017332562204675367,0.00785284135844089,0.000591578129285587,long,-0.0001326429264133012,0
-0.0007104375803925755,0.7988763105124322,0.0008121085130406029,0.00029749495195562575,-1.719777952696364,-0.004820459905531593,0.0015229047688207764,-0.0002974949519556347,0.0019264603800749503,0.0015961219073409797,0.34746842319500565,-21.581505073913632,0.0017332562204675367,0.00785284135844089,0.000591578129285587,short,0.0001326429264133012,0
0.00019343462699139558,0.42190444783948544,0.0008117420616145319,0.0001436957404226606,0.644153131520943,0.0015335923335315638,0.0008117420616144955,-0.00033709295769535075,0.0007820673563185122,5.769269469669679e-05,0.4876689783257531,20.608220215490775,0.0014916855913472008,0.0016331975504200466,0.003185038456577155,long,0.005409128670253263,1
0.00019343462699139558,0.42190444783948544,0.0008117420616145319,0.0001436957404226606,0.644153131520943,0.0015335923335315638,0.0008117420616144955,-0.00033709295769535075,0.0007820673563185122,5.769269469669679e-05,0.4876689783257531,20.608220215490775,0.0014916855913472008,0.0016331975504200466,0.003185038456577155,short,-0.005409128670253263,0
0.0014779982483954512,0.9416337138397455,0.00019578794480749347,8.525780682636665e-05,1.431914160333999,0.006454906215505929,0.00019578794480756834,-0.0015610748002904407,9.8378116678945e-05,0.0,0.6779403435255357,37.183078320057106,0.0012966370226435919,0.0018119895280645799,0.01094657195362736,long,-0.006546259985475765,0
0.0014779982483954512,0.9416337138397455,0.00019578794480749347,8.525780682636665e-05,1.431914160333999,0.006454906215505929,0.00019578794480756834,-0.0015610748002904407,9.8378116678945e-05,0.0,0.6779403435255357,37.183078320057106,0.0012966370226435919,0.0018119895280645799,0.01094657195362736,short,0.006546259985475765,1
0.00042293513473667943,0.3006127764345171,0.0,3.669150774335991e-05,-1.0411848498553276,-0.006416848220769822,0.0,-0.00045959402527773197,0.0011985892529452898,6.105505870153401e-05,0.43581267088669334,-35.831493189759954,0.0013178573266958119,0.008186474008722255,0.0025810056584364568,long,-0.0013897456737641458,0
0.00042293513473667943,0.3006127764345171,0.0,3.669150774335991e-05,-1.0411848498553276,-0.006416848220769822,0.0,-0.00045959402527773197,0.0011985892529452898,6.105505870153401e-05,0.43581267088669334,-35.831493189759954,0.0013178573266958119,0.008186474008722255,0.0025810056584364568,short,0.0013897456737641458,1
